"Order Type","Friend's ID(Spot)","Friend's sub ID (Spot)","Commission Asset","Commission Earned","Commission Earned (USDT)","Commission Time","Registration Time","Referral ID","Convert date","Convert ratio","Distributed commission","Convert Asset","note"
"isolated_margin","164927115","","FLUX","0.00996340","0.00993600","2024-05-28 11:52:27","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00996340","0.00993600","2024-05-28 11:52:27","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00558000","0.00556500","2024-05-28 11:52:27","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.08209420","0.08187300","2024-05-28 11:52:27","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.03790680","0.03780400","2024-05-28 11:52:27","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.13020000","0.12984800","2024-05-28 11:52:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.09484450","0.09458800","2024-05-28 11:52:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.03535240","0.03525700","2024-05-28 11:52:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.07595000","0.07574500","2024-05-28 11:52:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00655030","0.00653300","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.07017470","0.06998500","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00648210","0.00646500","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.03157970","0.03149400","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00281480","0.00280700","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.02772640","0.02765200","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00682000","0.00680200","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00556450","0.00554900","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.01503500","0.01499400","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.01458860","0.01454900","2024-05-28 11:52:18","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.02342360","0.02336000","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.09496540","0.09470900","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.04502750","0.04490600","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.03317000","0.03308000","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00775000","0.00772900","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00026970","0.00026900","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.08107120","0.08085200","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00465000","0.00463700","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.16401170","0.16356900","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.02559360","0.02552400","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.12953970","0.12919000","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.01575420","0.01571200","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.00161510","0.00161100","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","FLUX","0.10828300","0.10799100","2024-05-28 11:51:31","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00852923","0.00852900","2024-05-28 11:43:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01573210","0.01573200","2024-05-28 11:43:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.06888986","0.06889000","2024-05-28 11:43:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01765440","0.01765400","2024-05-28 11:41:59","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.08492439","0.08492400","2024-05-28 11:41:59","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00766294","0.00766300","2024-05-28 11:41:59","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01835901","0.01835900","2024-05-28 11:41:59","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01762114","0.01762100","2024-05-28 11:41:59","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01767255","0.01767300","2024-05-28 11:41:59","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.05487349","0.05487300","2024-05-28 11:41:07","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01134158","0.01134200","2024-05-28 11:41:07","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01762420","0.01762400","2024-05-28 11:41:07","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01760606","0.01760600","2024-05-28 11:41:07","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02569125","0.02569100","2024-05-28 11:40:55","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00389600","0.00389600","2024-05-28 11:40:55","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.07509236","0.07509200","2024-05-28 11:40:55","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.05462863","0.05462900","2024-05-28 11:28:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.06889124","0.06889100","2024-05-28 11:28:44","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02563592","0.02563600","2024-05-28 11:28:44","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03261589","0.03261600","2024-05-28 11:26:52","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00229149","0.00229100","2024-05-28 11:26:52","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.15123484","0.15123500","2024-05-28 11:26:52","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.06889063","0.06889100","2024-05-28 11:26:52","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02495882","0.02495900","2024-05-28 11:26:52","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00096933","0.00096900","2024-05-28 11:26:52","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00793278","0.00793300","2024-05-28 11:26:34","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03261589","0.03261600","2024-05-28 11:26:34","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00777787","0.00777800","2024-05-28 11:25:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03436004","0.03436000","2024-05-28 11:25:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03253687","0.03253700","2024-05-28 11:25:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03431785","0.03431800","2024-05-28 11:25:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02517185","0.02517200","2024-05-28 11:25:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03445044","0.03445000","2024-05-28 11:25:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00777707","0.00777700","2024-05-28 11:24:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02807097","0.02807100","2024-05-28 11:24:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03433542","0.03433500","2024-05-28 11:24:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03435651","0.03435700","2024-05-28 11:24:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02582011","0.02582000","2024-05-28 11:24:56","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03124810","0.03124800","2024-05-28 11:24:25","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03433834","0.03433800","2024-05-28 11:24:25","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03423313","0.03423300","2024-05-28 11:24:25","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03425417","0.03425400","2024-05-28 11:24:25","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00854061","0.00854100","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00854237","0.00854200","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00776027","0.00776000","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03434542","0.03434500","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03244820","0.03244800","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03252336","0.03252300","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00853884","0.00853900","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00314874","0.00314900","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01787778","0.01787800","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03251134","0.03251100","2024-05-28 11:24:19","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","1.35724443","1.35724400","2024-05-28 11:24:12","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.06889048","0.06889000","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03246106","0.03246100","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03420825","0.03420800","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.26305296","0.26305300","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02958483","0.02958500","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.05579892","0.05579900","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03239801","0.03239800","2024-05-28 11:24:11","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00775787","0.00775800","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03251330","0.03251300","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03433480","0.03433500","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03425063","0.03425100","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03243816","0.03243800","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03250128","0.03250100","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00849853","0.00849900","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00508574","0.00508600","2024-05-28 11:24:05","2024-05-28 11:23:37","18733299","",,,"",""
"spot","164927115","","W","0.15692200","0.09368200","2024-05-10 16:11:22","2021-05-20 14:15:08","18733299","",,,"",""
"spot","164927115","","W","0.84747800","0.50594400","2024-05-10 16:11:22","2021-05-20 14:15:08","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01234043","0.01234000","2024-05-09 18:13:19","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01969822","0.01969800","2024-05-09 18:13:09","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02044936","0.02044900","2024-05-09 18:12:20","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01603608","0.01603600","2024-05-09 18:12:20","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01602646","0.01602600","2024-05-09 18:12:15","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00864447","0.00864400","2024-05-09 18:12:15","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01140554","0.01140600","2024-05-09 18:12:15","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02970443","0.02970400","2024-05-09 18:11:52","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01138384","0.01138400","2024-05-09 18:11:24","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00864551","0.00864600","2024-05-09 18:11:24","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01551589","0.01551600","2024-05-09 18:11:24","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.13884680","0.13884700","2024-05-09 18:08:29","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.09827265","0.09827300","2024-05-09 18:08:24","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.02169561","0.02169600","2024-05-09 18:08:21","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.16975598","0.16975600","2024-05-09 18:07:45","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00599726","0.00599700","2024-05-09 18:07:41","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.28384455","0.28384500","2024-05-09 18:07:41","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00362924","0.00362900","2024-05-09 18:07:41","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.09004962","0.09005000","2024-05-09 18:07:02","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01300774","0.01300800","2024-05-09 18:07:02","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00221678","0.00221700","2024-05-09 18:06:46","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03402498","0.03402500","2024-05-09 18:06:45","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03617313","0.03617300","2024-05-09 18:06:45","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.15053476","0.15053500","2024-05-09 18:06:45","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00350560","0.00350600","2024-05-09 18:06:45","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01298823","0.01298800","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01750224","0.01750200","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00237115","0.00237100","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.09292770","0.09292800","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03486721","0.03486700","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03383640","0.03383600","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03074767","0.03074800","2024-05-09 18:06:25","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01140417","0.01140400","2024-05-09 18:06:16","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.00663094","0.00663100","2024-05-09 18:06:16","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03619487","0.03619500","2024-05-09 18:06:16","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.03613399","0.03613400","2024-05-09 18:05:28","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.05326093","0.05326100","2024-05-09 18:05:28","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.08965246","0.08965200","2024-05-09 18:05:28","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01748962","0.01749000","2024-05-09 18:05:28","2024-02-27 17:26:36","18733299","",,,"",""
"isolated_margin","164927115","","USDT","0.01604841","0.01604800","2024-05-09 18:05:23","2024-02-27 17:26:36","18733299","",,,"",""
"spot","164927115","","USDT","0.12998709","0.12998700","2024-05-09 18:04:57","2021-05-20 14:15:08","18733299","",,,"",""
"spot","164927115","","USDT","0.00874104","0.00874100","2024-05-09 18:04:57","2021-05-20 14:15:08","18733299","",,,"",""
"spot","164927115","","USDT","0.05104996","0.05105000","2024-05-09 18:04:57","2021-05-20 14:15:08","18733299","",,,"",""
"spot","164927115","","USDT","0.35775141","0.35775100","2024-05-09 18:04:57","2021-05-20 14:15:08","18733299","",,,"",""
"spot","164927115","","USDT","0.07145847","0.07145800","2024-05-09 18:04:57","2021-05-20 14:15:08","18733299","",,,"",""
"spot","164927115","","USDT","0.07586413","0.07586400","2024-04-17 12:01:51","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.03230200","0.01869300","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.00421600","0.00244000","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.00412300","0.00238600","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.05617200","0.03250700","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.08552900","0.04949600","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.00877300","0.00507700","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.00424700","0.00245800","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.00105400","0.00061000","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","STG","0.08847400","0.05120000","2024-04-12 22:18:04","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","SUI","0.03964900","0.04914500","2024-04-12 22:17:20","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","SUI","0.04095100","0.05075900","2024-04-12 22:17:20","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","SUI","0.16988000","0.21056600","2024-04-12 22:17:20","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.05874500","0.04922800","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.10279600","0.08614300","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.57443000","0.48137200","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.03685900","0.03088800","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.03496800","0.02930300","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.08766800","0.07346600","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.03475100","0.02912100","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.03692100","0.03094000","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.03685900","0.03088800","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.03475100","0.02912100","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.68330200","0.57260700","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","W","0.20819600","0.17446800","2024-04-10 12:42:35","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.06324000","0.17308800","2024-04-09 23:55:47","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.10912000","0.29866100","2024-04-09 23:55:47","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.04594200","0.12574300","2024-04-09 23:55:47","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.00827700","0.02265400","2024-04-09 23:55:47","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.03085738","0.03085700","2024-04-09 08:00:05","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.02336933","0.02336900","2024-04-09 08:00:05","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.02692069","0.02692100","2024-04-09 08:00:05","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.05213355","0.05213400","2024-04-09 08:00:05","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.16338928","0.16338900","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.14852503","0.14852500","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.22392968","0.22393000","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.22496917","0.22496900","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.17426821","0.17426800","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.00314154","0.00314200","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.41189080","0.41189100","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.06187089","0.06187100","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","USDT","0.17016675","0.17016700","2024-04-07 00:32:42","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","RDNT","2.06646000","0.63647000","2024-04-02 10:44:09","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","DYDX","0.09462750","0.29079000","2024-04-02 08:40:24","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","DYDX","0.00540330","0.01660400","2024-04-02 08:40:22","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.01401200","0.03821100","2024-04-02 08:14:45","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.01258600","0.03432200","2024-04-02 08:14:39","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.01460100","0.03981700","2024-04-02 08:14:37","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.06922300","0.18877100","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.05555200","0.15149000","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.05304100","0.14464300","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.00133300","0.00363500","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.00192200","0.00524100","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.07812000","0.21303300","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.04832900","0.13179300","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.00102300","0.00279000","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.01075700","0.02933400","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.07812000","0.21303300","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.00099200","0.00270500","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.01187300","0.03237800","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
"spot","164927115","","MANTA","0.11110400","0.30298100","2024-04-02 08:14:36","2021-05-20 14:15:08","FGCT8YB0","",,,"",""
